image_link,image_name,group_id,entity_name,entity_value
https://m.media-amazon.com/images/I/615RXHRiCeL.jpg,615RXHRiCeL.jpg,480845,height,10.16 centimetre
https://m.media-amazon.com/images/I/618e4JBlySL.jpg,618e4JBlySL.jpg,417434,height,55.0 centimetre
https://m.media-amazon.com/images/I/512togrPRWS.jpg,512togrPRWS.jpg,752266,height,22.0 millimetre
https://m.media-amazon.com/images/I/51BEuD9O1xL.jpg,51BEuD9O1xL.jpg,442321,height,28.3 inch
https://m.media-amazon.com/images/I/41YL4Zd434L.jpg,41YL4Zd434L.jpg,801829,height,42.0 inch
https://m.media-amazon.com/images/I/41RoQb62F4L.jpg,41RoQb62F4L.jpg,823083,height,30.0 centimetre
https://m.media-amazon.com/images/I/51huRiwWonL.jpg,51huRiwWonL.jpg,318766,height,30.7 inch
https://m.media-amazon.com/images/I/51Og-Te5QRL.jpg,51Og-Te5QRL.jpg,970563,height,21.0 millimetre
https://m.media-amazon.com/images/I/61+NIZOm-gL.jpg,61+NIZOm-gL.jpg,276611,height,60.0 centimetre
https://m.media-amazon.com/images/I/51BptQ-n2RL.jpg,51BptQ-n2RL.jpg,849273,height,31.0 centimetre
https://m.media-amazon.com/images/I/4137LUd3skL.jpg,4137LUd3skL.jpg,997176,height,27.5 centimetre
https://m.media-amazon.com/images/I/51FQoxpAi9L.jpg,51FQoxpAi9L.jpg,849273,height,43.0 centimetre
https://m.media-amazon.com/images/I/41lkvY-R9cL.jpg,41lkvY-R9cL.jpg,913156,height,43.0 centimetre
https://m.media-amazon.com/images/I/51GuaIkmb1L.jpg,51GuaIkmb1L.jpg,292475,height,25.0 centimetre
https://m.media-amazon.com/images/I/51N9mWmHaXL.jpg,51N9mWmHaXL.jpg,488883,height,82.0 centimetre
https://m.media-amazon.com/images/I/41bRrtoN+lL.jpg,41bRrtoN+lL.jpg,861555,height,2.4 inch
https://m.media-amazon.com/images/I/51q9P6oi4-L.jpg,51q9P6oi4-L.jpg,178778,height,21.0 centimetre
https://m.media-amazon.com/images/I/51ZgFDHmsmL.jpg,51ZgFDHmsmL.jpg,681445,height,10.0 inch
https://m.media-amazon.com/images/I/612eu1IOs1L.jpg,612eu1IOs1L.jpg,278850,height,5.8 centimetre
https://m.media-amazon.com/images/I/616Z+E5rTDL.jpg,616Z+E5rTDL.jpg,648011,height,4.0 inch
https://m.media-amazon.com/images/I/41BZk-x2OYL.jpg,41BZk-x2OYL.jpg,652661,height,8.0 centimetre
https://m.media-amazon.com/images/I/51-cDF5RasS.jpg,51-cDF5RasS.jpg,357997,height,245.0 centimetre
https://m.media-amazon.com/images/I/619TjkGiV2L.jpg,619TjkGiV2L.jpg,963595,height,15.0 millimetre
https://m.media-amazon.com/images/I/51cedL14YeL.jpg,51cedL14YeL.jpg,470067,height,4.8 inch
https://m.media-amazon.com/images/I/615j3efLSpL.jpg,615j3efLSpL.jpg,752266,height,35.0 inch
https://m.media-amazon.com/images/I/51-Y5GDK69L.jpg,51-Y5GDK69L.jpg,752266,height,60.0 centimetre
https://m.media-amazon.com/images/I/51kRGkj1K+L.jpg,51kRGkj1K+L.jpg,916768,height,7.0 centimetre
https://m.media-amazon.com/images/I/51LoNrKIv7L.jpg,51LoNrKIv7L.jpg,149708,height,70.0 centimetre
https://m.media-amazon.com/images/I/51wz1S8jugL.jpg,51wz1S8jugL.jpg,357074,height,60.0 millimetre
https://m.media-amazon.com/images/I/61DBjw1FwZL.jpg,61DBjw1FwZL.jpg,237000,height,33.0 inch
https://m.media-amazon.com/images/I/511czka-P6L.jpg,511czka-P6L.jpg,276611,height,84.0 inch
https://m.media-amazon.com/images/I/61-YnS7M-5L.jpg,61-YnS7M-5L.jpg,558806,height,2.0 inch
https://m.media-amazon.com/images/I/51YuHAjGQaL.jpg,51YuHAjGQaL.jpg,752266,height,14.01 inch
https://m.media-amazon.com/images/I/51Tx24rbb6L.jpg,51Tx24rbb6L.jpg,721522,height,4.5 centimetre
https://m.media-amazon.com/images/I/51ftC-0CEWL.jpg,51ftC-0CEWL.jpg,752266,height,63.0 millimetre
https://m.media-amazon.com/images/I/51hmcFnQTfL.jpg,51hmcFnQTfL.jpg,470067,height,10.0 centimetre
https://m.media-amazon.com/images/I/51J0wP-GiTS.jpg,51J0wP-GiTS.jpg,292475,height,2.95 inch
https://m.media-amazon.com/images/I/51Y4+OMTG4S.jpg,51Y4+OMTG4S.jpg,351545,height,0.75 inch
https://m.media-amazon.com/images/I/61FPpCCiErS.jpg,61FPpCCiErS.jpg,237000,height,265.0 centimetre
https://m.media-amazon.com/images/I/511+XcNfR4L.jpg,511+XcNfR4L.jpg,488883,height,45.0 centimetre
https://m.media-amazon.com/images/I/51FK8EXhqaL.jpg,51FK8EXhqaL.jpg,244283,height,380.0 millimetre
https://m.media-amazon.com/images/I/51U+CLC3eKL.jpg,51U+CLC3eKL.jpg,362818,height,25.4 centimetre
https://m.media-amazon.com/images/I/41+Hys7jA4L.jpg,41+Hys7jA4L.jpg,945489,height,98.0 millimetre
https://m.media-amazon.com/images/I/416Nii7TTfL.jpg,416Nii7TTfL.jpg,276611,height,1.88 metre
https://m.media-amazon.com/images/I/619TEaW5tdL.jpg,619TEaW5tdL.jpg,311997,height,72.0 inch
https://m.media-amazon.com/images/I/51tj1qbA2QL.jpg,51tj1qbA2QL.jpg,351134,height,19.0 centimetre
https://m.media-amazon.com/images/I/41wA2erlQtL.jpg,41wA2erlQtL.jpg,751532,height,69.5 centimetre
https://m.media-amazon.com/images/I/619FhupVFbL.jpg,619FhupVFbL.jpg,226504,height,10.0 centimetre
https://m.media-amazon.com/images/I/41RQj-qsG-L.jpg,41RQj-qsG-L.jpg,801829,height,91.95 centimetre
https://m.media-amazon.com/images/I/51CKMtFv0OL.jpg,51CKMtFv0OL.jpg,478357,height,25.6 inch
https://m.media-amazon.com/images/I/51dg45iZZOL.jpg,51dg45iZZOL.jpg,916768,height,16.0 centimetre
https://m.media-amazon.com/images/I/61F-6XODqyL.jpg,61F-6XODqyL.jpg,417434,height,25.0 millimetre
https://m.media-amazon.com/images/I/51NjQHnc0iL.jpg,51NjQHnc0iL.jpg,178778,height,13.5 centimetre
https://m.media-amazon.com/images/I/61+jtM-SHsL.jpg,61+jtM-SHsL.jpg,340151,height,3.0 inch
https://m.media-amazon.com/images/I/51W0pVzzgHL.jpg,51W0pVzzgHL.jpg,558806,height,4.72 inch
https://m.media-amazon.com/images/I/61+YICBKe-L.jpg,61+YICBKe-L.jpg,209695,height,38.0 centimetre
https://m.media-amazon.com/images/I/61+9cZiPsnL.jpg,61+9cZiPsnL.jpg,416664,height,10.25 inch
https://m.media-amazon.com/images/I/61D-xIpg8lL.jpg,61D-xIpg8lL.jpg,225251,height,50.0 centimetre
https://m.media-amazon.com/images/I/51MJzFf6PCL.jpg,51MJzFf6PCL.jpg,810266,height,9.5 centimetre
https://m.media-amazon.com/images/I/514Z7yPfvmL.jpg,514Z7yPfvmL.jpg,916768,height,5.07 inch
https://m.media-amazon.com/images/I/613kveqX-sL.jpg,613kveqX-sL.jpg,594224,height,22.0 centimetre
https://m.media-amazon.com/images/I/518EhSmGD-L.jpg,518EhSmGD-L.jpg,648011,height,80.0 millimetre
https://m.media-amazon.com/images/I/614hDd0dBNL.jpg,614hDd0dBNL.jpg,810266,height,15.0 centimetre
https://m.media-amazon.com/images/I/61+Xed2hrqL.jpg,61+Xed2hrqL.jpg,752266,height,7.9 inch
https://m.media-amazon.com/images/I/51dvpLaii4S.jpg,51dvpLaii4S.jpg,599772,height,45.0 inch
https://m.media-amazon.com/images/I/618QpzA76dL.jpg,618QpzA76dL.jpg,982714,height,2.0 inch
https://m.media-amazon.com/images/I/61-eIAXgpuL.jpg,61-eIAXgpuL.jpg,823083,height,4.7 inch
https://m.media-amazon.com/images/I/511fu6hl+ZL.jpg,511fu6hl+ZL.jpg,178778,height,12.5 centimetre
https://m.media-amazon.com/images/I/61EpSmMka3L.jpg,61EpSmMka3L.jpg,558806,height,11.5 centimetre
https://m.media-amazon.com/images/I/51LdVg3bhlL.jpg,51LdVg3bhlL.jpg,640408,height,131.4 millimetre
https://m.media-amazon.com/images/I/51Yprcq0zTL.jpg,51Yprcq0zTL.jpg,916768,height,14.75 centimetre
https://m.media-amazon.com/images/I/51iDEMiaexL.jpg,51iDEMiaexL.jpg,483370,height,10.0 centimetre
https://m.media-amazon.com/images/I/51nkXqn8axL.jpg,51nkXqn8axL.jpg,611510,height,51.0 centimetre
https://m.media-amazon.com/images/I/51ZusJOLpXL.jpg,51ZusJOLpXL.jpg,658003,height,45.0 centimetre
https://m.media-amazon.com/images/I/51RKW-EIGNL.jpg,51RKW-EIGNL.jpg,312608,height,55.0 centimetre
https://m.media-amazon.com/images/I/51key6R7HTL.jpg,51key6R7HTL.jpg,801829,height,37.0 inch
https://m.media-amazon.com/images/I/612Aw+lox-L.jpg,612Aw+lox-L.jpg,752266,height,13.0 centimetre
https://m.media-amazon.com/images/I/51VI4hbR1+L.jpg,51VI4hbR1+L.jpg,652661,height,11.8 inch
https://m.media-amazon.com/images/I/51Drc0IkvJL.jpg,51Drc0IkvJL.jpg,599772,height,3.4 inch
https://m.media-amazon.com/images/I/51vWqQe0HaL.jpg,51vWqQe0HaL.jpg,970563,height,72.0 centimetre
https://m.media-amazon.com/images/I/51eeVq00aoL.jpg,51eeVq00aoL.jpg,913156,height,38.5 centimetre
https://m.media-amazon.com/images/I/61--dYGNw8L.jpg,61--dYGNw8L.jpg,478357,height,26.0 inch
https://m.media-amazon.com/images/I/51iT9Y3HyfL.jpg,51iT9Y3HyfL.jpg,558806,height,3.5 inch
https://m.media-amazon.com/images/I/51bIBmoHDgL.jpg,51bIBmoHDgL.jpg,843434,height,25.4 centimetre
https://m.media-amazon.com/images/I/618fUvmOCYL.jpg,618fUvmOCYL.jpg,276611,height,75.25 inch
https://m.media-amazon.com/images/I/614PZ1Yz+ML.jpg,614PZ1Yz+ML.jpg,752266,height,161.0 centimetre
https://m.media-amazon.com/images/I/41r7+r8TACL.jpg,41r7+r8TACL.jpg,549052,height,8.66 inch
https://m.media-amazon.com/images/I/51ECFAYIGSL.jpg,51ECFAYIGSL.jpg,416664,height,175.0 centimetre
https://m.media-amazon.com/images/I/51Wvnq5FjJL.jpg,51Wvnq5FjJL.jpg,237000,height,96.0 centimetre
https://m.media-amazon.com/images/I/51vMEfqLfmL.jpg,51vMEfqLfmL.jpg,776058,height,5.0 centimetre
https://m.media-amazon.com/images/I/51P3ahL9K+L.jpg,51P3ahL9K+L.jpg,545902,height,15.2 centimetre
https://m.media-amazon.com/images/I/51HAt3Q4+cL.jpg,51HAt3Q4+cL.jpg,849273,height,25.0 centimetre
https://m.media-amazon.com/images/I/613QEE-2cFL.jpg,613QEE-2cFL.jpg,865020,height,24.0 inch
https://m.media-amazon.com/images/I/51cpky1sIlL.jpg,51cpky1sIlL.jpg,648011,height,58.0 millimetre
https://m.media-amazon.com/images/I/51ob6zwIfVL.jpg,51ob6zwIfVL.jpg,598375,height,23.0 centimetre
https://m.media-amazon.com/images/I/515c84ygGoL.jpg,515c84ygGoL.jpg,861555,height,10.0 centimetre
https://m.media-amazon.com/images/I/512xCtkF4nL.jpg,512xCtkF4nL.jpg,752266,height,75.0 millimetre
https://m.media-amazon.com/images/I/51sPflanu3L.jpg,51sPflanu3L.jpg,478357,height,33.8 inch
https://m.media-amazon.com/images/I/612K+MleytL.jpg,612K+MleytL.jpg,659650,height,2.5 inch
https://m.media-amazon.com/images/I/61-dVF5iZOL.jpg,61-dVF5iZOL.jpg,416664,height,36.0 inch
https://m.media-amazon.com/images/I/51KY5fdXiWL.jpg,51KY5fdXiWL.jpg,347404,height,60.0 millimetre
https://m.media-amazon.com/images/I/51MNlvSYDJS.jpg,51MNlvSYDJS.jpg,826444,height,3.5 centimetre
https://m.media-amazon.com/images/I/51W-ih1F3YL.jpg,51W-ih1F3YL.jpg,931856,height,19.0 inch
https://m.media-amazon.com/images/I/51UEKDsxuVL.jpg,51UEKDsxuVL.jpg,752266,height,133.0 millimetre
https://m.media-amazon.com/images/I/51aNdU2SWHL.jpg,51aNdU2SWHL.jpg,550840,height,41.0 millimetre
https://m.media-amazon.com/images/I/61D5qn2Ay8L.jpg,61D5qn2Ay8L.jpg,558806,height,4.35 inch
https://m.media-amazon.com/images/I/61416ND7BwS.jpg,61416ND7BwS.jpg,120219,height,12.7 centimetre
https://m.media-amazon.com/images/I/51TKElY+z8L.jpg,51TKElY+z8L.jpg,856665,height,195.0 millimetre
https://m.media-amazon.com/images/I/518CgzxnwwL.jpg,518CgzxnwwL.jpg,521308,height,84.0 centimetre
https://m.media-amazon.com/images/I/61B41F0+oAL.jpg,61B41F0+oAL.jpg,347404,height,3.0 inch
https://m.media-amazon.com/images/I/6178sJf9E3L.jpg,6178sJf9E3L.jpg,524117,height,2.23 inch
https://m.media-amazon.com/images/I/614R6H2IiDL.jpg,614R6H2IiDL.jpg,752266,height,1.0 inch
